"year","rank","rider_name","rider_country"
1928,"1","Nicolas Frantz","Luxembourg"
1928,"2","André Leducq","France"
1928,"3","Maurice De Waele","Belgium"
1928,"4","Jan Mertens","Belgium"
1928,"5","Julien Vervaecke","Belgium"
1928,"6","Antonin Magne","France"
1928,"7","Victor Fontan","France"
1928,"8","Marcel Bidot","France"
1928,"9","Marcel Huot","France"
1928,"10","Pierre Magne","France"
1928,"11","Joseph Mauclair","France"
1928,"12","Gaston Rebry","Belgium"
1928,"13","Louis Delannoy","Belgium"
1928,"14","Camille Van de Casteele","Belgium"
1928,"15","Salvador Cardona","Spain"
1928,"16","Pe Verhaegen","Belgium"
1928,"17","Julien Moineau","France"
1928,"18","Hubert Opperman","Australia"
1928,"19","Désiré Louesse","Belgium"
1928,"20","Odiel Taillieu","Belgium"
1928,"21","Jean Mouveroux","France"
1928,"22","Jean Bidot","France"
1928,"23","Marcel Autaa","France"
1928,"24","Raymond Decorte","Belgium"
1928,"25","Paul Filliat","France"
1928,"26","Raphael Calmette","France"
1928,"27","Maurice Arnoult","France"
1928,"28","Harry Watson","New Zealand"
1928,"29","Lucien Laval","France"
1928,"30","Marcel Colleu","France"
1928,"31","Amand Goubert","France"
1928,"32","Rene Hamel","France"
1928,"33","Paul Delbart","France"
1928,"34","Henri François","France"
1928,"35","Fernand Moulet","France"
1928,"36","Raphael Dupau","France"
1928,"37","François Menta","France"
1928,"38","Percy Osborn","Australia"
1928,"39","Fernand Fayolle","France"
1928,"40","Lucien Lange","France"
1928,"41","Edouard Persin","France"
1929,"1","Maurice De Waele","Belgium"
1929,"2","Giuseppe Pancera","Italy"
1929,"3","Joseph Demuysere","Belgium"
1929,"4","Salvador Cardona","Spain"
1929,"5","Nicolas Frantz","Luxembourg"
1929,"6","Louis Delannoy","Belgium"
1929,"7","Antonin Magne","France"
1929,"8","Julien Vervaecke","Belgium"
1929,"9","Pierre Magne","France"
1929,"10","Gaston Rebry","Belgium"
1929,"11","André Leducq","France"
1929,"12","Frans Bonduel","Belgium"
1929,"13","Désiré Louesse","Belgium"
1929,"14","Bernard Van Rysselberghe","Belgium"
1929,"15","Benoit Faure","France"
1929,"16","Marcel Bidot","France"
1929,"17","Armand Van Bruaene","Belgium"
1929,"18","Charles Govaert","Belgium"
1929,"19","Francis Bouillet","France"
1929,"20","Ernest Neuhard","France"
1929,"21","Omer Taverne","Belgium"
1929,"22","Léon Chene","France"
1929,"23","Jules Merviel","France"
1929,"24","Mario Pomposi","Italy"
1929,"25","Georges Laloup","France"
1929,"26","Settimo Innocenti","Italy"
1929,"27","Julien Perrain","France"
1929,"28","Charles Pélissier","France"
1929,"29","Georges Berton","France"
1929,"30","Roger Gregoire","France"
1929,"31","Hector Denis","France"
1929,"32","Charles Martinet","Switzerland"
1929,"33","Auguste Encrine","France"
1929,"34","Albert Jordens","Belgium"
1929,"35","Adrien Plautin","France"
1929,"36","Jean Preuss","France"
1929,"37","Guerrino Canova","Italy"
1929,"38","François Moreels","France"
1929,"39","Henri Touzard","France"
1929,"40","Roger Lebas","France"
1929,"41","Marcel Mazeyrat","France"
1929,"42","Leopold Boisselle","France"
1929,"43","Guy Bariffi","Switzerland"
1929,"44","Paul Delbart","France"
1929,"45","Henri Thomas","France"
1929,"46","Robert Recordon","Switzerland"
1929,"47","Eugène Greau","France"
1929,"48","Edouard Teisseire","France"
1929,"49","Battista Berardi","Italy"
1929,"50","Georges Petit","France"
1929,"51","Eugen Werner","Switzerland"
1929,"52","Marcel Masson","France"
1929,"53","Henri Prevost","France"
1929,"54","Marcel Gendrin","France"
1929,"55","François Ondet","France"
1929,"56","Charles Cottalorda","France"
1929,"57","Emile Faillu","France"
1929,"58","Paul Denis","France"
1929,"59","Marcel Ilpide","France"
1929,"60","André Leger","France"
1930,"1","André Leducq","France"
1930,"2","Learco Guerra","Italy"
1930,"3","Antonin Magne","France"
1930,"4","Jef Demuysere","Belgium"
1930,"5","Marcel Bidot","France"
1930,"6","Pierre Magne","France"
1930,"7","Frans Bonduel","Belgium"
1930,"8","Benoît Faure","France"
1930,"9","Charles Pélissier","France"
1930,"10","Adolf Schon","Germany"
1930,"11","Louis Delannoy","Belgium"
1930,"12","Aime Dossche","Belgium"
1930,"13","Oskar Thierbach","Germany"
1930,"14","Louis Peglion","France"
1930,"15","Jan Mertens","Belgium"
1930,"16","Salvador Cardona","Spain"
1930,"17","Valeriano Riera","Spain"
1930,"18","Marcel Mazeyrat","France"
1930,"19","Georges Laloup","Belgium"
1930,"20","Giuseppe Pancera","Italy"
1930,"21","Jules Merviel","France"
1930,"22","Felix Manthey","Germany"
1930,"23","Georges Berton","France"
1930,"24","Vicente Trueba","Spain"
1930,"25","François Moreels","France"
1930,"26","Jean Goulême","France"
1930,"27","Francisco Cepeda","Spain"
1930,"28","François Ondet","France"
1930,"29","Louis Bajard","France"
1930,"30","Omer Taverne","Belgium"
1930,"31","Marco Giuntelli","Italy"
1930,"32","Auguste Encrine","France"
1930,"33","Alfred Siegel","Germany"
1930,"34","Juan Mateu","Spain"
1930,"35","Lucien Laval","France"
1930,"36","Jose Trueba","Spain"
1930,"37","Henri Touzard","France"
1930,"38","Pierre Jouel","France"
1930,"39","Adrien Plautin","France"
1930,"40","Léopold Boisselle","France"
1930,"41","Fernand Robache","France"
1930,"42","Henri Gottrand","France"
1930,"43","Amand Goubert","France"
1930,"44","Paul Delbart","France"
1930,"45","Jean Martinet","Switzerland"
1930,"46","Henri Prévost","France"
1930,"47","Marcel Tissier","France"
1930,"48","Battista Berardi","Italy"
1930,"49","Guy Bariffi","Switzerland"
1930,"50","Lucien Lange","France"
1930,"51","Marcel Masson","France"
1930,"52","Édouard Teisseire","France"
1930,"53","Jean Ampurias","France"
1930,"54","Charles Cottalorda","France"
1930,"55","Paulin Lanteri","France"
1930,"56","Émile Faillu","France"
1930,"57","Georges Petit","France"
1930,"58","Pierre Bobo","France"
1930,"59","Marcel Ilpide","France"
1931,"1","Antonin Magne","France"
1931,"2","Jef Demuysere","Belgium"
1931,"3","Antonio Pesenti","Italy"
1931,"4","Gaston Rebry","Belgium"
1931,"5","Maurice De Waele","Belgium"
1931,"6","Julien Vervaecke","Belgium"
1931,"7","Louis Peglion","France"
1931,"8","Erich Metze","Germany"
1931,"9","Albert Buchi","Switzerland"
1931,"10","André Leducq","France"
1931,"11","Oskar Thierbach","Germany"
1931,"12","Hubert Opperman","Australia"
1931,"13","Benoît Fauré","France"
1931,"14","Charles Pélissier","France"
1931,"15","Max Bulla","Austria"
1931,"16","Kurt Stöpel","Germany"
1931,"17","Rafaele Di Paco","Italy"
1931,"18","Alfons Schepers","Belgium"
1931,"19","Ludwig Geyer","Germany"
1931,"20","Herbert Sieronski","Germany"
1931,"21","Roger Pipoz","Switzerland"
1931,"22","Hermann Buse","Germany"
1931,"23","Alfred Siegel","Germany"
1931,"24","Marius Guiramand","France"
1931,"25","Michele Orecchia","Italy"
1931,"26","André Van Vierst","France"
1931,"27","Joseph Mauclair","France"
1931,"28","Louis Bajard","France"
1931,"29","Fernand Fayolle","France"
1931,"30","Fabio Battesini","Italy"
1931,"31","Lazare Venot","France"
1931,"32","Jean Maréchal","France"
1931,"33","Julius Goedhuys","Belgium"
1931,"34","François Henri","France"
1931,"35","Richard Lamb","Australia"
1932,"1","André Leducq","France"
1932,"2","Kurt Stöpel","Germany"
1932,"3","Francesco Camusso","Italy"
1932,"4","Antonio Pesenti","Italy"
1932,"5","Georges Ronsse","Belgium"
1932,"6","Frans Bonduel","Belgium"
1932,"7","Oskar Thierbach","Germany"
1932,"8","Jef Demuysere","Belgium"
1932,"9","Luigi Barral","Italy"
1932,"10","Georges Speicher","France"
1932,"11","Albert Buchi","Switzerland"
1932,"12","Benoît Fauré","France"
1932,"13","Jean Aerts","Belgium"
1932,"14","Michele Orecchia","Italy"
1932,"15","Georges Lemaire","Belgium"
1932,"16","Maurice Archambaud","France"
1932,"17","Jan Wauters","Belgium"
1932,"18","Rene Bernard","France"
1932,"19","Max Bulla","Austria"
1932,"20","Gaston Rebry","Belgium"
1932,"21","Augusto Zanzi","Italy"
1932,"22","Ludwig Geyer","Germany"
1932,"23","Roger Lapebie","France"
1932,"24","Marcel Mazeyrat","France"
1932,"25","Julien Moineau","France"
1932,"26","Luigi Marchisio","Italy"
1932,"27","Vicente Trueba","Spain"
1932,"28","Ernest Neuhard","France"
1932,"29","Georges Antenen","Switzerland"
1932,"30","Marcel Bidot","France"
1932,"31","Marius Guiramand","France"
1932,"32","Giuseppe Pancera","Italy"
1932,"33","Raffaele Di Paco","Italy"
1932,"34","Gérard Loncke","Belgium"
1932,"35","Fernand Fayolle","France"
1932,"36","Alfred Büchi","Switzerland"
1932,"37","Lazare Venot","France"
1932,"38","Amulio Viarengo","Italy"
1932,"39","Herbert Sieronski","Germany"
1932,"40","Jules Buysse","Belgium"
1932,"41","Alfred Bula","Switzerland"
1932,"42","Aleardo Simoni","Italy"
1932,"43","Émile Decroix","Belgium"
1932,"44","François Moreels","France"
1932,"45","Nicolas Frantz","Luxembourg"
1932,"46","Jean Goulême","France"
1932,"47","Louis Peglion","France"
1932,"48","Karl Altenburger","Germany"
1932,"49","Albert Barthelemy","France"
1932,"50","Jean-Pierre Muller","Luxembourg"
1932,"51","François Haas","France"
1932,"52","Robert Brugere","France"
1932,"53","Francis Bouillet","France"
1932,"54","Fernand Cornez","France"
1932,"55","August Erne","Switzerland"
1932,"56","Georg Umbenhauer","Germany"
1932,"57","Rudolf Risch","Germany"
1933,"1","Georges Speicher","France"
1933,"2","Learco Guerra","Italy"
1933,"3","Giuseppe Martano","Italy"
1933,"4","Georges Lemaire","Belgium"
1933,"5","Maurice Archambaud","France"
1933,"6","Vicente Trueba","Spain"
1933,"7","Léon Level","France"
1933,"8","Antonin Magne","France"
1933,"9","Jean Aerts","Belgium"
1933,"10","Kurt Stöpel","Germany"
1933,"11","Fernand Fayolle","France"
1933,"12","Ludwig Geyer","Germany"
1933,"13","Albert Buchi","Switzerland"
1933,"14","Gaston Rebry","Belgium"
1933,"15","Gaspard Rinaldi","France"
1933,"16","Eugène Le Goff","France"
1933,"17","Léon Le Calvez","France"
1933,"18","Alfons Schepers","Belgium"
1933,"19","Rene Le Greves","France"
1933,"20","Alfred Büchi","Switzerland"
1933,"21","Decimo Bettini","Italy"
1933,"22","Émile Decroix","Belgium"
1933,"23","Oskar Thierbach","Germany"
1933,"24","Robert Brugere","France"
1933,"25","Alfred Bula","Switzerland"
1933,"26","Antoine Dignef","Belgium"
1933,"27","Alfons Deloor","Belgium"
1933,"28","Luigi Giacobbe","Italy"
1933,"29","Roger Lapebie","France"
1933,"30","Walter Blattmann","Switzerland"
1933,"31","André Leducq","France"
1933,"32","Léon Louyet","Belgium"
1933,"33","André Gaillot","France"
1933,"34","Rene Bernard","France"
1933,"35","Fernand Cornez","France"
1933,"36","Roger Pipoz","Switzerland"
1933,"37","Pierre Pastorelli","France"
1933,"38","Pierre Cloarec","France"
1933,"39","Vasco Bergamaschi","Italy"
1933,"40","Ernest Neuhard","France"
1934,"1","Antonin Magne","France"
1934,"2","Giuseppe Martano","Italy"
1934,"3","Roger Lapebie","France"
1934,"4","Félicien Vervaecke","Belgium"
1934,"5","Rene Vietto","France"
1934,"6","Ambrogio Morelli","Italy"
1934,"7","Ludwig Geyer","Germany"
1934,"8","Sylvere Maes","Belgium"
1934,"9","Mariano Cañardo","Spain"
1934,"10","Vicente Trueba","Spain"
1934,"11","Georges Speicher","France"
1934,"12","Raymond Louviot","France"
1934,"13","Edoardo Molinar","Italy"
1934,"14","Eugenio Gestri","Italy"
1934,"15","Adriano Vignoli","Italy"
1934,"16","Giovanni Cazzulani","Italy"
1934,"17","Albert Buchi","Switzerland"
1934,"18","Frans Bonduel","Belgium"
1934,"19","Federico Ezquerra","Spain"
1934,"20","August Erne","Switzerland"
1934,"21","Léon Level","France"
1934,"22","Kurt Stoepel","Germany"
1934,"23","Dante Franzil","Italy"
1934,"24","Giovanni Gotti","Italy"
1934,"25","Rene Le Greves","France"
1934,"26","Theo Herckenrath","Belgium"
1934,"27","Vincent Salazard","France"
1934,"28","Marcel Renaud","France"
1934,"29","Ettore Meini","Italy"
1934,"30","Luciano Montero","Spain"
1934,"31","Jean Wauters","Belgium"
1934,"32","Romain Gijssels","Belgium"
1934,"33","Yves Le Goff","France"
1934,"34","Sylvain Marcaillou","France"
1934,"35","Jean Bidot","France"
1934,"36","Fabien Galateau","France"
1934,"37","Willi Kutschbach","Germany"
1934,"38","Rudolf Risch","Germany"
1934,"39","Antonio Folco","Italy"
1935,"1","Romain Maes","Belgium"
1935,"2","Ambrogio Morelli","Italy"
1935,"3","Félicien Vervaecke","Belgium"
1935,"4","Sylvere Maes","Belgium"
1935,"5","Jules Lowie","Belgium"
1935,"6","Georges Speicher","France"
1935,"7","Maurice Archambaud","France"
1935,"8","Rene Vietto","France"
1935,"9","Gabriel Ruozzi","France"
1935,"10","Oskar Thierbach","Germany"
1935,"11","Pierre Cogan","France"
1935,"12","Benoît Faure","France"
1935,"13","Charles Pélissier","France"
1935,"14","Rene Bernard","France"
1935,"15","Rene Le Greves","France"
1935,"16","Fernand Fayolle","France"
1935,"17","André Leducq","France"
1935,"18","Pierre Cloarec","France"
1935,"19","Joseph Mauclair","France"
1935,"20","Antoon Dignef","Belgium"
1935,"21","Dante Gianello","France"
1935,"22","Salvador Cardona","Spain"
1935,"23","Bruno Roth","Germany"
1935,"24","Leo Amberg","Switzerland"
1935,"25","Jean Fontenay","France"
1935,"26","Fritz Hartmann","Switzerland"
1935,"27","Orlando Teani","Italy"
1935,"28","Honoré Granier","France"
1935,"29","Jean Aerts","Belgium"
1935,"30","Julien Moineau","France"
1935,"31","Paul Chocque","France"
1935,"32","Antonio Prior","Spain"
1935,"33","Aldo Bertocco","France"
1935,"34","Erich Haendel","Germany"
1935,"35","Oreste Bernardoni","France"
1935,"36","Louis Thiétard","France"
1935,"37","Charles Berty","France"
1935,"38","Georges Lachat","France"
1935,"39","Vicente Bachero","Spain"
1935,"40","Kurt Stettler","Switzerland"
1935,"41","Manuel Garcia","France"
1935,"42","Otto Weckerling","Germany"
1935,"43","Theodore Ladron","France"
1935,"44","Georges Hubatz","France"
1935,"45","Ferdi Ickes","Germany"
1935,"46","Willi Kutschbach","Germany"
1936,"1","Sylvere Maes","Belgium"
1936,"2","Antonin Magne","France"
1936,"3","Félicien Vervaecke","Belgium"
1936,"4","Pierre Clemens","Luxembourg"
1936,"5","Arsène Mersch","Luxembourg"
1936,"6","Mariano Cañardo","Spain"
1936,"7","Mathias Clemens","Luxembourg"
1936,"8","Leo Amberg","Switzerland"
1936,"9","Marcel Kint","Belgium"
1936,"10","Léon Level","France"
1936,"11","Julián Berrendero","Spain"
1936,"12","Sylvain Marcaillou","France"
1936,"13","Louis Thiétard","France"
1936,"14","Raoul Lesueur","France"
1936,"15","Albert van Schendel","Netherlands"
1936,"16","Pierre Cogan","France"
1936,"17","Fédérico Ezquerra","Spain"
1936,"18","Robert Tanneveau","France"
1936,"19","François Neuville","Belgium"
1936,"20","Rene Le Greves","France"
1936,"21","Yvan Marie","France"
1936,"22","Pierre Cloarec","France"
1936,"23","Theo Middelkamp","Netherlands"
1936,"24","Emiliano Álvarez","Spain"
1936,"25","Charles Berty","France"
1936,"26","Cyriel Van Overberghe","Belgium"
1936,"27","Alphonse Antoine","France"
1936,"28","Jean-Marie Goasmat","France"
1936,"29","Arthur Debruyckere","France"
1936,"30","Fernand Lemay","France"
1936,"31","Albert Hendrickx","Belgium"
1936,"32","Antoon van Schendel","Netherlands"
1936,"33","Paul Maye","France"
1936,"34","Éloi Meulenberg","Belgium"
1936,"35","Marcel Walle","France"
1936,"36","Raymond Passat","France"
1936,"37","Sauveur Ducazeaux","France"
1936,"38","Edmond Pagès","France"
1936,"39","Gabriel Dubois","France"
1936,"40","Fabien Galateau","France"
1936,"41","Antoine Latorre","France"
1936,"42","Abd el Kader Abbes","Algeria"
1936,"43","Aldo Bertocco","France"
1937,"1","Roger Lapebie","France"
1937,"2","Mario Vicini","Italy"
1937,"3","Leo Amberg","Switzerland"
1937,"4","Francesco Camusso","Italy"
1937,"5","Sylvain Marcaillou","France"
1937,"6","Edouard Vissers","Belgium"
1937,"7","Paul Chocque","France"
1937,"8","Pierre Gallien","France"
1937,"9","Erich Bautz","Germany"
1937,"10","Jean Frechaut","France"
1937,"11","Herbert Muller","Belgium"
1937,"12","Raymond Passat","France"
1937,"13","Marcel Laurent","France"
1937,"14","Oskar Thierbach","Germany"
1937,"15","Julián Berrendero","Spain"
1937,"16","Gustaaf Deloor","Belgium"
1937,"17","Victor Cosson","France"
1937,"18","Jean-Marie Goasmat","France"
1937,"19","Sauveur Ducazeaux","France"
1937,"20","Robert Oubron","France"
1937,"21","Robert Tanneveau","France"
1937,"22","Adolf Braeckeveldt","Belgium"
1937,"23","Henri Puppo","France"
1937,"24","Giuseppe Martano","Italy"
1937,"25","Fabien Galateau","France"
1937,"26","Augusto Introzzi","Italy"
1937,"27","Arsène Mersch","Luxembourg"
1937,"28","Ludwig Geyer","Germany"
1937,"29","Paul Egli","Switzerland"
1937,"30","Mariano Cañardo","Spain"
1937,"31","Robert Zimmermann","Switzerland"
1937,"32","Pierre Cloarec","France"
1937,"33","Antoon Van Schendel","Netherlands"
1937,"34","Gabriel Dubois","France"
1937,"35","Jean Goujon","France"
1937,"36","Carlo Romanatti","Italy"
1937,"37","Heinz Wengler","Germany"
1937,"38","François Neuens","Luxembourg"
1937,"39","Rene Pedroli","Switzerland"
1937,"40","Raymond Lemarié","France"
1937,"41","Otto Weckerling","Germany"
1937,"42","Bruno Carini","France"
1937,"43","Herbert Hauswald","Germany"
1937,"44","Émile Gamard","France"
1937,"45","Reinhold Wendel","Germany"
1937,"46","Aloïs Klensch","Luxembourg"
1938,"1","Gino Bartali","Italy"
1938,"2","Félicien Vervaecke","Belgium"
1938,"3","Victor Cosson","France"
1938,"4","Ward Vissers","Belgium"
1938,"5","Matt Clemens","Luxembourg"
